method	complex_id	benchmark_memberships	rankable_lt2	oracle_rmsd_A	complex_failure	valid_score_count	invalid_score_count	pose_score_failure_rate	top1_success	top3_success	top5_success	mrr_first_lt2	ndcg_at_10	top1_rmsd_A	regret_A
AutoDock-Vina-1.2.7	1xpf	Philips;Ruiz	True	1.2621769515970638	False	40	0	0.0	0	1	1	0.5	0.7799082337019199	2.7214371955431407	1.459260243946077
AutoDock-Vina-1.2.7	1y26	Chen;Philips;Ruiz	True	0.3459016854541189	False	40	0	0.0	1	1	1	1.0	0.9162377455024137	0.3822278744414119	0.03632618898729295
AutoDock-Vina-1.2.7	1y27	Chen	True	0.42165238267817423	False	40	0	0.0	1	1	1	1.0	0.9206500320722546	0.4616121561736352	0.03995977349546098
AutoDock-Vina-1.2.7	1ykv	Chen;Yan	True	0.8136967939595191	False	40	0	0.0	1	1	1	1.0	0.914856882358379	0.9848118134228199	0.17111501946330077
AutoDock-Vina-1.2.7	1yrj	Chen;Ruiz;Yan	True	1.5864127895724114	False	40	0	0.0	0	0	0	0.16666666666666666	0.6333789802556717	2.273428295994186	0.6870155064217747
AutoDock-Vina-1.2.7	1zz5	Chen	True	1.9276680521470217	False	40	0	0.0	0	0	0	0.1	0.3741023754001492	5.255885168493528	3.328217116346506
AutoDock-Vina-1.2.7	2au4	Ruiz;Yan	False	2.6098290481610085	False	37	3	0.075	0	0	0	0.0	0.6816637311946206	3.5658776208932776	0.9560485727322692
AutoDock-Vina-1.2.7	2b57	Yan	True	0.2784821978968396	False	40	0	0.0	1	1	1	1.0	0.9469324543326584	0.4292426734695335	0.1507604755726939
AutoDock-Vina-1.2.7	2be0	Chen;Philips;Ruiz;Yan	False	3.560703918765977	False	40	0	0.0	0	0	0	0.0	0.07961179255356228	9.94217451168351	6.381470592917532
AutoDock-Vina-1.2.7	2bee	Philips;Ruiz;Yan	False	2.694421231366918	False	40	0	0.0	0	0	0	0.0	0.3617131571327281	9.150195043198337	6.45577381183142
AutoDock-Vina-1.2.7	2d55	Yan	False	4.722855449866461	False	40	0	0.0	0	0	0	0.0	0.4736695902179647	7.0121408684113335	2.289285418544872
AutoDock-Vina-1.2.7	2esi	Chen	True	1.447672750878583	False	40	0	0.0	1	1	1	1.0	0.5007197213214355	1.7615491926658808	0.3138764417872979
AutoDock-Vina-1.2.7	2esj	Ruiz	False	2.7541699940551685	False	40	0	0.0	0	0	0	0.0	0.13458784389060038	5.2214867130555245	2.467316719000356
AutoDock-Vina-1.2.7	2et3	Ruiz	True	1.258566850083472	False	40	0	0.0	1	1	1	1.0	0.5130074875890953	1.4842040383381774	0.22563718825470547
AutoDock-Vina-1.2.7	2et4	Ruiz	True	1.73884504327551	False	40	0	0.0	0	0	0	0.09090909090909091	0.40012474201019416	5.145947948235814	3.407102904960304
AutoDock-Vina-1.2.7	2et8	Chen;Philips;Ruiz	True	0.8622047679166382	False	40	0	0.0	0	0	1	0.2	0.284449351231739	6.055219462767036	5.193014694850398
AutoDock-Vina-1.2.7	2f4s	Ruiz	True	1.4976502671609522	False	40	0	0.0	1	1	1	1.0	0.6693769830570864	1.718959110915672	0.22130884375471993
AutoDock-Vina-1.2.7	2f4t	Chen;Ruiz;Yan	True	1.8236189809590941	False	40	0	0.0	0	0	0	0.04	0.07311487540495615	7.684009203459945	5.860390222500851
AutoDock-Vina-1.2.7	2f4u	Philips;Ruiz;Yan	True	1.3189682171219206	False	40	0	0.0	0	1	1	0.3333333333333333	0.24839880661192337	6.346148857662506	5.027180640540585
AutoDock-Vina-1.2.7	2fcx	Ruiz	True	1.377127866909309	False	40	0	0.0	0	0	1	0.2	0.5135793747660415	3.329391267798201	1.9522634008888922
AutoDock-Vina-1.2.7	2fcy	Ruiz	False	2.188452685825133	False	40	0	0.0	0	0	0	0.0	0.09578105912639356	9.111147115902535	6.922694430077401
AutoDock-Vina-1.2.7	2fcz	Chen;Philips;Ruiz	True	1.1486058859723483	False	40	0	0.0	0	0	0	0.14285714285714285	0.26931670147894116	5.726645002149614	4.5780391161772656
AutoDock-Vina-1.2.7	2fd0	Chen;Philips;Ruiz	False	2.177141944729374	False	40	0	0.0	0	0	0	0.0	0.7564477297898765	2.177141944729374	0.0
AutoDock-Vina-1.2.7	2g5k	Yan	True	1.9817026195073184	False	40	0	0.0	0	0	0	0.029411764705882353	0.6560740089638384	2.963312678223296	0.9816100587159775
AutoDock-Vina-1.2.7	2g5q	Chen;Philips;Ruiz	True	1.3671477774000875	False	40	0	0.0	0	1	1	0.3333333333333333	0.3076761682176826	8.541975488301873	7.174827710901785
AutoDock-Vina-1.2.7	2g9c	Yan	True	0.250364687339622	False	40	0	0.0	0	0	1	0.2	0.5992306581379995	2.772038383572637	2.521673696233015
AutoDock-Vina-1.2.7	2gdi	Chen;Philips	True	0.9672940538111776	False	40	0	0.0	0	1	1	0.5	0.7301961676430015	2.4309906945365047	1.4636966407253271
AutoDock-Vina-1.2.7	2gis	Chen	True	1.253357946714582	False	40	0	0.0	1	1	1	1.0	0.5851627976947545	1.3777782839156776	0.12442033720109569
AutoDock-Vina-1.2.7	2juk	Ruiz	False	4.113089637162474	False	40	0	0.0	0	0	0	0.0	0.07839826897867533	7.700428388180752	3.5873387510182777
AutoDock-Vina-1.2.7	2jwq	Yan	True	1.4500129621187874	False	39	1	0.025	1	1	1	1.0	0.7396058374711286	1.4500129621187874	0.0
AutoDock-Vina-1.2.7	2kgp	Chen;Yan	True	1.0569237153172404	False	38	2	0.05	1	1	1	1.0	0.8552597690796961	1.2903555613424935	0.23343184602525313
AutoDock-Vina-1.2.7	2ktz	Chen;Yan	True	0.6235266564505063	False	40	0	0.0	1	1	1	1.0	0.44725394111732825	0.7949482914548318	0.1714216350043255
AutoDock-Vina-1.2.7	2ku0	Chen;Yan	True	1.245806420512956	False	40	0	0.0	0	0	0	0.05555555555555555	0.05138713026454704	5.704308588213406	4.45850216770045
AutoDock-Vina-1.2.7	2l94	Yan	True	0.9025169714470749	False	40	0	0.0	1	1	1	1.0	0.9458352203602567	1.5151150382616716	0.6125980668145967
AutoDock-Vina-1.2.7	2loa	Yan	False	2.5194676881712796	False	31	9	0.225	0	0	0	0.0	0.6657739814876217	3.9271737260761217	1.407706037904842
AutoDock-Vina-1.2.7	2mb3	Yan	True	1.875009959386883	False	40	0	0.0	0	0	0	0.1111111111111111	0.22710851349316832	10.617489772709932	8.74247981332305
AutoDock-Vina-1.2.7	2o3v	Chen;Ruiz	False	2.9836500796363983	False	40	0	0.0	0	0	0	0.0	0.5005188204472495	4.012940658953944	1.029290579317546
AutoDock-Vina-1.2.7	2o3w	Ruiz;Yan	False	2.4886670918480878	False	40	0	0.0	0	0	0	0.0	0.3321071950999301	5.670503521965139	3.181836430117051
AutoDock-Vina-1.2.7	2o3x	Philips;Ruiz;Yan	True	1.508943347340738	False	40	0	0.0	1	1	1	1.0	0.8344227221213825	1.7754141317886483	0.26647078444791017
AutoDock-Vina-1.2.7	2oe5	Philips;Ruiz	True	1.5115900851108426	False	40	0	0.0	1	1	1	1.0	0.6928890944960756	1.5821676219838567	0.07057753687301416
AutoDock-Vina-1.2.7	2oe8	Chen;Ruiz	True	1.554948458344555	False	40	0	0.0	1	1	1	1.0	0.6748264683300033	1.857493437186035	0.30254497884148
AutoDock-Vina-1.2.7	2ogn	Philips	True	1.7742209103682316	False	40	0	0.0	0	0	0	0.16666666666666666	0.4610849104788976	6.985348224243327	5.211127313875096
AutoDock-Vina-1.2.7	2pwt	Chen;Philips	False	4.541330217146366	False	40	0	0.0	0	0	0	0.0	0.23719771276929622	9.595088023445468	5.053757806299102
AutoDock-Vina-1.2.7	2tob	Chen;Philips;Ruiz	False	2.4798907897450846	False	40	0	0.0	0	0	0	0.0	0.9216017310213247	3.0647056549630505	0.5848148652179659
AutoDock-Vina-1.2.7	2xnw	Yan	True	0.31603037037601317	False	40	0	0.0	1	1	1	1.0	0.9636452638863133	0.3358882552278362	0.01985788485182305
AutoDock-Vina-1.2.7	2xnz	Yan	True	0.18425218225754264	False	40	0	0.0	1	1	1	1.0	0.827883259083063	0.24746877693065783	0.06321659467311519
AutoDock-Vina-1.2.7	2xo0	Yan	True	0.2622224723398056	False	40	0	0.0	0	0	0	0.08333333333333333	0.4285714285714286	2.1909141291365115	1.9286916567967058
AutoDock-Vina-1.2.7	2xo1	Yan	True	0.3066500715206767	False	40	0	0.0	0	1	1	0.5	0.764069948917024	2.69196519108253	2.385315119561853
AutoDock-Vina-1.2.7	2ydh	Yan	True	0.9351579327895684	False	40	0	0.0	0	0	1	0.25	0.47711626835722415	4.878251479516755	3.9430935467271864
AutoDock-Vina-1.2.7	2ygh	Yan	True	0.8085414701107724	False	40	0	0.0	1	1	1	1.0	1.0	0.8085414701107724	0.0
AutoDock-Vina-1.2.7	316d	Yan	False	2.8136914808771127	False	40	0	0.0	0	0	0	0.0	0.5344673721320155	4.2388528884074805	1.4251614075303678
AutoDock-Vina-1.2.7	3c44	Ruiz	True	1.6293838418394908	False	40	0	0.0	0	1	1	0.5	0.7102022673884361	2.2473994419476626	0.6180156001081718
AutoDock-Vina-1.2.7	3d2x	Philips	False	2.0356098555091924	False	40	0	0.0	0	0	0	0.0	1.0	3.7231275878466232	1.6875177323374309
AutoDock-Vina-1.2.7	3dil	Chen	True	0.7641134176285612	False	40	0	0.0	1	1	1	1.0	0.6862646125490264	1.7622499870903674	0.9981365694618062
AutoDock-Vina-1.2.7	3ds7	Yan	True	0.8217342892354335	False	40	0	0.0	1	1	1	1.0	1.0	0.874611794786091	0.05287750555065751
AutoDock-Vina-1.2.7	3dvv	Chen	True	1.2764267243287588	False	40	0	0.0	0	1	1	0.5	0.8113499146016455	4.965749410810793	3.6893226864820345
AutoDock-Vina-1.2.7	3e5c	Yan	True	1.999396467177774	False	40	0	0.0	0	0	0	0.05555555555555555	0.3313063600617272	4.302549541927523	2.3031530747497495
AutoDock-Vina-1.2.7	3f2q	Chen	True	1.0101305388334074	False	40	0	0.0	1	1	1	1.0	0.7114591137891805	1.5263766970477248	0.5162461582143174
AutoDock-Vina-1.2.7	3fo4	Yan	True	0.2613436174151499	False	40	0	0.0	1	1	1	1.0	0.9060074752868331	0.34948195297403467	0.08813833555888478
AutoDock-Vina-1.2.7	3fo6	Yan	True	0.22728604041310277	False	40	0	0.0	1	1	1	1.0	0.8441884824631554	0.22728604041310277	0.0
AutoDock-Vina-1.2.7	3gao	Yan	True	0.33643264353561714	False	40	0	0.0	1	1	1	1.0	0.9048721176419502	0.33643264353561714	0.0
AutoDock-Vina-1.2.7	3ger	Yan	True	0.19989114992460735	False	40	0	0.0	1	1	1	1.0	0.8771324975457362	0.19989114992460735	0.0
AutoDock-Vina-1.2.7	3ges	Yan	True	0.2499471444125742	False	40	0	0.0	0	1	1	0.5	0.7192878285643501	3.297051047906295	3.047103903493721
AutoDock-Vina-1.2.7	3gog	Yan	True	0.3998875762465794	False	40	0	0.0	1	1	1	1.0	0.9690858440911655	0.3998875762465794	0.0
AutoDock-Vina-1.2.7	3got	Yan	False	2.7716463906035083	False	40	0	0.0	0	0	0	0.0	1.0	3.36106383348	0.5894174428764916
AutoDock-Vina-1.2.7	3gx2	Chen;Philips	True	1.4084389881472794	False	40	0	0.0	1	1	1	1.0	0.6240800336032536	1.8371335292907924	0.428694541143513
AutoDock-Vina-1.2.7	3gx3	Chen	True	1.0187102173449898	False	39	1	0.025	0	1	1	0.5	0.6314213013036751	2.108525291160041	1.0898150738150514
AutoDock-Vina-1.2.7	3gx5	Chen	True	1.770310961698851	False	40	0	0.0	0	0	0	0.07142857142857142	0.48214811893483395	4.9291396182595895	3.1588286565607384
AutoDock-Vina-1.2.7	3gx7	Chen	True	0.9634540639456212	False	40	0	0.0	1	1	1	1.0	0.6001274281035556	0.9634540639456212	0.0
AutoDock-Vina-1.2.7	3la5	Chen;Yan	True	0.4656472981238049	False	40	0	0.0	0	1	1	0.5	0.7513657739468332	2.874277057365904	2.4086297592420993
AutoDock-Vina-1.2.7	3mum	Yan	False	3.9643502277773415	False	37	3	0.075	0	0	0	0.0	0.49561804563714607	4.10474093370411	0.1403907059267686
AutoDock-Vina-1.2.7	3mur	Yan	False	2.887031483992722	False	39	1	0.025	0	0	0	0.0	1.0	3.0107333570728754	0.12370187308015357
AutoDock-Vina-1.2.7	3mxh	Yan	False	3.3503603627397145	False	40	0	0.0	0	0	0	0.0	1.0	3.9405141452772927	0.5901537825375782
AutoDock-Vina-1.2.7	3npn	Yan	True	1.3746024435058704	False	40	0	0.0	0	1	1	0.3333333333333333	0.42051101246904554	8.89221294850379	7.517610504997919
AutoDock-Vina-1.2.7	3npq	Chen	True	1.5500293256531037	False	38	2	0.05	1	1	1	1.0	0.6487561856405125	1.6425176977152154	0.09248837206211169
AutoDock-Vina-1.2.7	3owz	Yan	True	0.5381498397286741	True	0	40	1.0	0	0	0	0.0	0.0		
AutoDock-Vina-1.2.7	3q3z	Chen;Yan	False	3.031699731604153	False	37	3	0.075	0	0	0	0.0	1.0	3.1007442837584773	0.06904455215432437
AutoDock-Vina-1.2.7	3q50	Yan	True	0.46515965083961236	False	40	0	0.0	1	1	1	1.0	0.8273979799875019	0.866578780652355	0.4014191298127427
AutoDock-Vina-1.2.7	3s4p	Yan	False	3.012090399774731	False	40	0	0.0	0	0	0	0.0	0.6009078211678822	10.007855946554242	6.995765546779511
AutoDock-Vina-1.2.7	3slm	Yan	True	0.7676568107757754	False	40	0	0.0	0	1	1	0.5	0.6271451323224994	6.8714621331872365	6.1038053224114615
AutoDock-Vina-1.2.7	407d	Yan	True	1.2836002777831577	False	37	3	0.075	0	1	1	0.5	0.36360174936648115	15.964321376751608	14.68072109896845
AutoDock-Vina-1.2.7	408d	Yan	True	1.2521951214278308	False	38	2	0.05	0	1	1	0.5	0.5590796706691326	15.336381734717571	14.084186613289742
AutoDock-Vina-1.2.7	4aob	Yan	True	1.5428576303105248	False	40	0	0.0	1	1	1	1.0	0.7573529556111638	1.9767796731796632	0.4339220428691384
AutoDock-Vina-1.2.7	4erj	Yan	True	0.4577464521374737	False	40	0	0.0	1	1	1	1.0	0.9432106656105238	0.6316950582889409	0.17394860615146718
AutoDock-Vina-1.2.7	4fe5	Yan	False	2.83347179587163	False	40	0	0.0	0	0	0	0.0	1.0	3.2933408677208003	0.4598690718491705
AutoDock-Vina-1.2.7	4jf2	Yan	True	0.2420939439397603	False	40	0	0.0	1	1	1	1.0	0.9224654597764764	0.37356238692228744	0.13146844298252713
AutoDock-Vina-1.2.7	4kqy	Yan	True	1.3444671812586133	False	39	1	0.025	0	1	1	0.3333333333333333	0.6225618594539304	2.483546388772552	1.1390792075139387
AutoDock-Vina-1.2.7	4lvv	Yan	True	1.6659476977878704	False	39	1	0.025	0	0	0	0.16666666666666666	0.679571948778148	2.653452652843528	0.9875049550556574
PLANTS-CHEMPLP-1.2	1am0	Chen;Philips;Ruiz	True	1.010526539676868	False	40	0	0.0	1	1	1	1.0	1.0	1.2948814055147388	0.28435486583787095
PLANTS-CHEMPLP-1.2	1arj	Yan	True	1.4546008195263285	False	40	0	0.0	1	1	1	1.0	0.9636452638863133	1.8247468347234728	0.3701460151971443
PLANTS-CHEMPLP-1.2	1byj	Chen;Philips;Ruiz;Yan	True	1.0964407310813447	False	40	0	0.0	0	1	1	0.3333333333333333	0.6630315422460937	7.612106530834562	6.515665799753217
PLANTS-CHEMPLP-1.2	1cvx	Yan	True	1.469550698484631	False	40	0	0.0	1	1	1	1.0	0.7302704759253388	1.53345929233547	0.06390859385083902
PLANTS-CHEMPLP-1.2	1cvy	Yan	True	1.451309373224231	False	40	0	0.0	0	0	1	0.25	0.6935946073967328	2.3654758238891933	0.9141664506649623
PLANTS-CHEMPLP-1.2	1db6	Yan	True	1.5406292602375178	False	40	0	0.0	0	0	1	0.25	0.5054022334106172	4.997107939682045	3.456478679444527
PLANTS-CHEMPLP-1.2	1eht	Chen;Philips;Ruiz	True	0.5976845675669501	False	40	0	0.0	0	1	1	0.5	0.643295858624692	3.3008361110948377	2.7031515435278877
PLANTS-CHEMPLP-1.2	1ei2	Chen;Philips;Ruiz	False	2.8688199810740174	False	40	0	0.0	0	0	0	0.0	0.0	8.123399696467693	5.254579715393676
PLANTS-CHEMPLP-1.2	1f1t	Chen;Philips;Ruiz;Yan	True	0.34244180527499796	False	40	0	0.0	1	1	1	1.0	1.0	0.34244180527499796	0.0
PLANTS-CHEMPLP-1.2	1f27	Chen;Philips;Ruiz;Yan	True	1.673565540993241	False	40	0	0.0	1	1	1	1.0	0.6408675296259686	1.6928392625261268	0.019273721532885757
PLANTS-CHEMPLP-1.2	1fjg	Philips	False	2.4929165963643007	True	0	40	1.0	0	0	0	0.0	0.0		
PLANTS-CHEMPLP-1.2	1fmn	Chen;Philips;Ruiz	True	1.043119549329581	False	40	0	0.0	0	1	1	0.5	0.5802808858213716	4.5944264643643615	3.5513069150347807
PLANTS-CHEMPLP-1.2	1fyp	Chen;Philips;Ruiz;Yan	False	2.1885660559349076	False	40	0	0.0	0	0	0	0.0	0.569391329104581	3.8314684942746235	1.642902438339716
PLANTS-CHEMPLP-1.2	1hnw	Philips	False	2.570370683201645	True	0	40	1.0	0	0	0	0.0	0.0		
PLANTS-CHEMPLP-1.2	1i9v	Yan	False	2.8191762082380087	False	40	0	0.0	0	0	0	0.0	0.841492960259019	2.993821146684172	0.17464493844616324
PLANTS-CHEMPLP-1.2	1j7t	Chen;Philips;Ruiz	False	2.1334765656529897	False	40	0	0.0	0	0	0	0.0	0.7342728570183512	3.9434386008068305	1.8099620351538408
PLANTS-CHEMPLP-1.2	1koc	Chen;Philips;Ruiz	True	1.1731711742821962	False	40	0	0.0	1	1	1	1.0	0.913487233659423	1.1731711742821962	0.0
PLANTS-CHEMPLP-1.2	1lc4	Chen;Ruiz	True	1.4541866945134658	False	40	0	0.0	1	1	1	1.0	0.6515516586855499	1.5037660907285415	0.04957939621507568
PLANTS-CHEMPLP-1.2	1lvj	Chen;Ruiz	False	4.779434983524635	False	40	0	0.0	0	0	0	0.0	0.8611375561264454	5.002452253384464	0.22301726985982917
PLANTS-CHEMPLP-1.2	1mwl	Chen;Philips;Ruiz	True	1.496875025334643	False	40	0	0.0	0	1	1	0.5	0.6007474819320311	2.6509474632001027	1.1540724378654597
PLANTS-CHEMPLP-1.2	1nbk	Philips	True	1.1126695983085002	False	40	0	0.0	1	1	1	1.0	0.9337457765456111	1.8212121929271905	0.7085425946186903
PLANTS-CHEMPLP-1.2	1nem	Chen;Philips;Ruiz	False	2.0908646676845035	False	40	0	0.0	0	0	0	0.0	0.8943938982876649	2.280643204386492	0.18977853670198863
PLANTS-CHEMPLP-1.2	1nta	Ruiz	True	1.7214690151147072	False	40	0	0.0	0	1	1	0.5	0.7615199966157375	2.749619791352979	1.028150776238272
PLANTS-CHEMPLP-1.2	1ntb	Chen;Ruiz	True	1.9759228848186359	True	0	40	1.0	0	0	0	0.0	0.0		
PLANTS-CHEMPLP-1.2	1nzm	Yan	True	0.48557503658430146	True	0	40	1.0	0	0	0	0.0	0.0		
PLANTS-CHEMPLP-1.2	1o15	Ruiz	True	0.43604654303446555	False	40	0	0.0	1	1	1	1.0	1.0	0.7092135113034616	0.273166968268996
PLANTS-CHEMPLP-1.2	1o9m	Ruiz	False	2.03138917319478	False	40	0	0.0	0	0	0	0.0	0.6207622843987102	2.990677019935046	0.9592878467402657
PLANTS-CHEMPLP-1.2	1p96	Yan	True	1.890397318772039	False	40	0	0.0	1	1	1	1.0	0.9740146523091747	1.9810466526561155	0.09064933388407637
PLANTS-CHEMPLP-1.2	1pbr	Chen;Philips;Ruiz	True	1.705537819937774	False	40	0	0.0	1	1	1	1.0	0.6992361273467036	1.705537819937774	0.0
PLANTS-CHEMPLP-1.2	1q8n	Chen;Philips;Ruiz;Yan	True	0.7660217529548362	False	40	0	0.0	1	1	1	1.0	1.0	0.8491942745920982	0.08317252163726196
PLANTS-CHEMPLP-1.2	1qd3	Chen;Ruiz;Yan	True	1.928330414349357	False	40	0	0.0	0	0	0	0.1111111111111111	0.7808081132477513	3.614630607847844	1.6863001934984871
PLANTS-CHEMPLP-1.2	1qv4	Yan	True	1.3794472552439256	False	40	0	0.0	1	1	1	1.0	0.6281649475693719	1.3794472552439256	0.0
PLANTS-CHEMPLP-1.2	1qv8	Yan	True	0.7532759854755212	False	40	0	0.0	1	1	1	1.0	0.7600791051976192	1.1128584596328817	0.35958247415736044
PLANTS-CHEMPLP-1.2	1r4e	Yan	True	1.7529805623712096	False	40	0	0.0	0	1	1	0.3333333333333333	0.7367739096612186	2.10762795359362	0.3546473912224104
