fraction_pct	method	replicate_type	replicate	complex_name	pose_density_lt2_pct	coverage_k10_lt2_pct	best_rmsd_A	valid_fraction_pct
10	Transfer-All	training_seed	1	1koc	30.0	100.0	1.8720437788684328	100.0
10	Transfer-All	training_seed	1	1lc4	0.0	0.0	2.1514046325162774	100.0
10	Transfer-All	training_seed	1	1lvj	10.0	100.0	1.838696419016567	100.0
10	Transfer-All	training_seed	1	1mwl	10.0	100.0	1.9541097445700255	100.0
10	Transfer-All	training_seed	1	1nbk	70.0	100.0	1.0501355618839565	100.0
10	Transfer-All	training_seed	1	1nem	0.0	0.0	4.962243939489473	100.0
10	Transfer-All	training_seed	1	1nta	0.0	0.0	2.4390188319793684	100.0
10	Transfer-All	training_seed	1	1ntb	0.0	0.0	3.219295953931543	100.0
10	Transfer-All	training_seed	1	1nzm	20.0	100.0	0.8379045339875676	100.0
10	Transfer-All	training_seed	1	1o15	40.0	100.0	0.5768655842635197	100.0
10	Transfer-All	training_seed	1	1o9m	0.0	0.0	2.9901402966723456	100.0
10	Transfer-All	training_seed	1	1p96	0.0	0.0	2.5990153775158977	100.0
10	Transfer-All	training_seed	1	1pbr	0.0	0.0	4.593424429732862	100.0
10	Transfer-All	training_seed	1	1q8n	40.0	100.0	0.7149509278265187	100.0
10	Transfer-All	training_seed	1	1qd3	0.0	0.0	3.6853740537685558	100.0
10	Transfer-All	training_seed	1	1qv4	10.0	100.0	1.018590852669931	100.0
10	Transfer-All	training_seed	1	1qv8	10.0	100.0	1.9242432391034388	100.0
10	Transfer-All	training_seed	1	1r4e	0.0	0.0	2.690157453498844	100.0
10	Transfer-All	training_seed	1	1tob	0.0	0.0	3.546152849347797	100.0
10	Transfer-All	training_seed	1	1u8d	0.0	0.0	2.6960667868211283	100.0
10	Transfer-All	training_seed	1	1uts	0.0	0.0	3.6582916460191273	100.0
10	Transfer-All	training_seed	1	1uud	10.0	100.0	1.8573628712774466	100.0
10	Transfer-All	training_seed	1	1uui	30.0	100.0	1.4940683447204324	100.0
10	Transfer-All	training_seed	1	1xbp	0.0	0.0	8.609180879120368	100.0
10	Transfer-All	training_seed	1	1xpf	90.0	100.0	1.2008679325506908	100.0
10	Transfer-All	training_seed	1	1y26	10.0	100.0	0.6161965725318503	100.0
10	Transfer-All	training_seed	1	1y27	50.0	100.0	0.32489901787814307	100.0
10	Transfer-All	training_seed	1	1ykv	20.0	100.0	0.858937650323268	100.0
10	Transfer-All	training_seed	1	1yrj	0.0	0.0	2.77155954590308	100.0
10	Transfer-All	training_seed	1	1zz5	10.0	100.0	1.964399379379692	100.0
10	Transfer-All	training_seed	1	2au4	0.0	0.0	4.380390738457301	100.0
10	Transfer-All	training_seed	1	2b57	10.0	100.0	0.4106018575877917	100.0
10	Transfer-All	training_seed	1	2be0	0.0	0.0	6.258615948818692	100.0
10	Transfer-All	training_seed	1	2bee	0.0	0.0	4.753986040091805	100.0
10	Transfer-All	training_seed	1	2d55	0.0	0.0	7.001824826524392	100.0
10	Transfer-All	training_seed	1	2esi	0.0	0.0	3.3080577774258835	100.0
10	Transfer-All	training_seed	1	2esj	0.0	0.0	4.454905823423984	100.0
10	Transfer-All	training_seed	1	2et3	0.0	0.0	2.620433984248878	100.0
10	Transfer-All	training_seed	1	2et4	0.0	0.0	3.42118005073159	100.0
10	Transfer-All	training_seed	1	2et8	10.0	100.0	1.3337222185911268	100.0
10	Transfer-All	training_seed	1	2f4s	10.0	100.0	1.5344606384358932	100.0
10	Transfer-All	training_seed	1	2f4t	0.0	0.0	4.646558434798814	100.0
10	Transfer-All	training_seed	1	2f4u	0.0	0.0	2.297372099148165	100.0
10	Transfer-All	training_seed	1	2fcx	20.0	100.0	1.2894078036412333	100.0
10	Transfer-All	training_seed	1	2fcy	10.0	100.0	1.9238840104008847	100.0
10	Transfer-All	training_seed	1	2fcz	10.0	100.0	1.6638371711973692	100.0
10	Transfer-All	training_seed	1	2fd0	0.0	0.0	3.0057559371722373	100.0
10	Transfer-All	training_seed	1	2g5k	0.0	0.0	2.4622114613778687	100.0
10	Transfer-All	training_seed	1	2g5q	0.0	0.0	2.2757119857310593	100.0
10	Transfer-All	training_seed	1	2g9c	10.0	100.0	0.5414243652933746	100.0
10	Transfer-All	training_seed	1	2gdi	0.0	0.0	2.158130776407427	100.0
10	Transfer-All	training_seed	1	2gis	0.0	0.0	2.110574995903566	100.0
10	Transfer-All	training_seed	1	2juk	0.0	0.0	4.315872895853939	100.0
10	Transfer-All	training_seed	1	2jwq	0.0	0.0	2.0065668827626952	100.0
10	Transfer-All	training_seed	1	2kgp	10.0	100.0	1.7606232018982662	100.0
10	Transfer-All	training_seed	1	2ktz	30.0	100.0	1.3174689347051198	100.0
10	Transfer-All	training_seed	1	2ku0	40.0	100.0	1.152685730766649	100.0
10	Transfer-All	training_seed	1	2l94	40.0	100.0	1.637397706983045	100.0
10	Transfer-All	training_seed	1	2loa	0.0	0.0	4.232095548717947	100.0
10	Transfer-All	training_seed	1	2mb3	0.0	0.0	3.9520172766069748	100.0
10	Transfer-All	training_seed	1	2o3v	0.0	0.0	2.9011843360452443	100.0
10	Transfer-All	training_seed	1	2o3w	0.0	0.0	5.01361104475559	100.0
10	Transfer-All	training_seed	1	2o3x	0.0	0.0	4.376952191032093	100.0
10	Transfer-All	training_seed	1	2oe5	0.0	0.0	2.7653338382602244	100.0
10	Transfer-All	training_seed	1	2oe8	0.0	0.0	2.0130692985614806	100.0
10	Transfer-All	training_seed	1	2ogn	0.0	0.0	4.00908790378847	100.0
10	Transfer-All	training_seed	1	2pwt	0.0	0.0	6.916291824983481	100.0
10	Transfer-All	training_seed	1	2tob	0.0	0.0	2.2645145189559948	100.0
10	Transfer-All	training_seed	1	2xnw	40.0	100.0	0.25619992974237915	100.0
10	Transfer-All	training_seed	1	2xnz	20.0	100.0	0.1879731984441751	100.0
10	Transfer-All	training_seed	1	2xo0	80.0	100.0	0.23119529352908524	100.0
10	Transfer-All	training_seed	1	2xo1	30.0	100.0	0.5584901390844297	100.0
10	Transfer-All	training_seed	1	2ydh	0.0	0.0	3.0043854118543054	100.0
10	Transfer-All	training_seed	1	2ygh	0.0	0.0	2.025086864346354	100.0
10	Transfer-All	training_seed	1	316d	0.0	0.0	5.494230008036503	100.0
10	Transfer-All	training_seed	1	3c44	0.0	0.0	3.6551065138541503	100.0
10	Transfer-All	training_seed	1	3d2x	20.0	100.0	1.83416217354032	100.0
10	Transfer-All	training_seed	1	3dil	70.0	100.0	1.3018422389060813	100.0
10	Transfer-All	training_seed	1	3ds7	50.0	100.0	0.9833750082456363	100.0
10	Transfer-All	training_seed	1	3dvv	0.0	0.0	4.815241380142044	100.0
10	Transfer-All	training_seed	1	3e5c	0.0	0.0	3.342861068007464	100.0
10	Transfer-All	training_seed	1	3f2q	20.0	100.0	1.7144660415831907	100.0
10	Transfer-All	training_seed	1	3fo4	10.0	100.0	0.2869635421886453	100.0
10	Transfer-All	training_seed	1	3fo6	30.0	100.0	0.4162489609596641	100.0
10	Transfer-All	training_seed	1	3gao	10.0	100.0	0.33700498242877375	100.0
10	Transfer-All	training_seed	1	3ger	20.0	100.0	0.509499280042314	100.0
10	Transfer-All	training_seed	1	3ges	20.0	100.0	0.3471076790181027	100.0
10	Transfer-All	training_seed	1	3gog	30.0	100.0	0.2842313478329037	100.0
10	Transfer-All	training_seed	1	3got	0.0	0.0	2.905381818124927	100.0
10	Transfer-All	training_seed	1	3gx2	10.0	100.0	1.9308480485700223	100.0
10	Transfer-All	training_seed	1	3gx3	0.0	0.0	2.308000447023687	100.0
10	Transfer-All	training_seed	1	3gx5	0.0	0.0	2.7375911245445668	100.0
10	Transfer-All	training_seed	1	3gx7	0.0	0.0	2.8477451081708685	100.0
10	Transfer-All	training_seed	1	3la5	60.0	100.0	0.36985377009028825	100.0
10	Transfer-All	training_seed	1	3mum	0.0	0.0	4.137952653657729	100.0
10	Transfer-All	training_seed	1	3mur	0.0	0.0	5.366819994409287	100.0
10	Transfer-All	training_seed	1	3mxh	0.0	0.0	3.848403090667721	100.0
10	Transfer-All	training_seed	1	3npn	0.0	0.0	2.4712845533944803	100.0
10	Transfer-All	training_seed	1	3npq	0.0	0.0	2.050414544765184	100.0
10	Transfer-All	training_seed	1	3owz	20.0	100.0	0.7638137521673709	100.0
10	Transfer-All	training_seed	1	3q3z	0.0	0.0	3.220626545882568	100.0
10	Transfer-All	training_seed	1	3q50	60.0	100.0	0.37887393986350165	100.0
10	Transfer-All	training_seed	1	3s4p	0.0	0.0	3.801264699846866	100.0
10	Transfer-All	training_seed	1	3slm	30.0	100.0	1.001058863317281	100.0
10	Transfer-All	training_seed	1	407d	0.0	0.0	2.904866608813561	100.0
10	Transfer-All	training_seed	1	408d	0.0	0.0	2.595757879080503	100.0
10	Transfer-All	training_seed	1	4aob	0.0	0.0	2.565157468128672	100.0
10	Transfer-All	training_seed	1	4erj	80.0	100.0	0.6515691939037963	100.0
10	Transfer-All	training_seed	1	4fe5	0.0	0.0	2.372830566433263	100.0
10	Transfer-All	training_seed	1	4jf2	70.0	100.0	0.26354746178892424	100.0
10	Transfer-All	training_seed	1	4kqy	0.0	0.0	2.5099242344327037	100.0
10	Transfer-All	training_seed	1	4lvv	0.0	0.0	3.302076323270842	100.0
10	Transfer-All	training_seed	2	1am0	10.0	100.0	1.5074877752767006	100.0
10	Transfer-All	training_seed	2	1arj	20.0	100.0	1.8108587226322579	100.0
10	Transfer-All	training_seed	2	1byj	10.0	100.0	1.4884526534669833	100.0
10	Transfer-All	training_seed	2	1cvx	10.0	100.0	1.6784617094232446	100.0
10	Transfer-All	training_seed	2	1cvy	0.0	0.0	3.7882074395839456	100.0
10	Transfer-All	training_seed	2	1db6	30.0	100.0	1.6493514985694628	100.0
10	Transfer-All	training_seed	2	1eht	40.0	100.0	0.290976425161902	100.0
10	Transfer-All	training_seed	2	1ei2	0.0	0.0	3.2054506157109808	100.0
10	Transfer-All	training_seed	2	1f1t	60.0	100.0	0.7170168032576676	100.0
10	Transfer-All	training_seed	2	1f27	10.0	100.0	1.7503269333898739	100.0
10	Transfer-All	training_seed	2	1fjg	0.0	0.0	3.0592325651798924	100.0
10	Transfer-All	training_seed	2	1fmn	10.0	100.0	1.6076833785936993	100.0
10	Transfer-All	training_seed	2	1fyp	0.0	0.0	2.9483194984600978	100.0
10	Transfer-All	training_seed	2	1hnw	0.0	0.0	2.566209176428822	100.0
10	Transfer-All	training_seed	2	1i9v	0.0	0.0	3.4687820564284517	100.0
10	Transfer-All	training_seed	2	1j7t	0.0	0.0	4.107253174278283	100.0
10	Transfer-All	training_seed	2	1koc	20.0	100.0	1.8357525682037505	100.0
10	Transfer-All	training_seed	2	1lc4	0.0	0.0	2.0985356568628992	100.0
10	Transfer-All	training_seed	2	1lvj	20.0	100.0	1.6188751312052396	100.0
10	Transfer-All	training_seed	2	1mwl	0.0	0.0	2.180030504441192	100.0
10	Transfer-All	training_seed	2	1nbk	60.0	100.0	0.9488381430289711	100.0
10	Transfer-All	training_seed	2	1nem	0.0	0.0	4.698998650548555	100.0
10	Transfer-All	training_seed	2	1nta	0.0	0.0	2.995853099285745	100.0
10	Transfer-All	training_seed	2	1ntb	0.0	0.0	3.3229277890890137	100.0
10	Transfer-All	training_seed	2	1nzm	20.0	100.0	0.8294633200032228	100.0
10	Transfer-All	training_seed	2	1o15	60.0	100.0	0.47061066547788544	100.0
10	Transfer-All	training_seed	2	1o9m	0.0	0.0	2.8579428268164064	100.0
10	Transfer-All	training_seed	2	1p96	0.0	0.0	2.4030563161236023	100.0
10	Transfer-All	training_seed	2	1pbr	0.0	0.0	4.253552335737406	100.0
10	Transfer-All	training_seed	2	1q8n	60.0	100.0	0.7485561224116732	100.0
10	Transfer-All	training_seed	2	1qd3	0.0	0.0	3.242646206014611	100.0
10	Transfer-All	training_seed	2	1qv4	10.0	100.0	0.9506282307731333	100.0
10	Transfer-All	training_seed	2	1qv8	0.0	0.0	2.163455468349051	100.0
10	Transfer-All	training_seed	2	1r4e	0.0	0.0	2.175546826691672	100.0
10	Transfer-All	training_seed	2	1tob	0.0	0.0	3.291709908334117	100.0
10	Transfer-All	training_seed	2	1u8d	0.0	0.0	2.845989355742568	100.0
10	Transfer-All	training_seed	2	1uts	0.0	0.0	3.183341097076047	100.0
10	Transfer-All	training_seed	2	1uud	0.0	0.0	5.260151776251328	100.0
10	Transfer-All	training_seed	2	1uui	10.0	100.0	1.5805807029998982	100.0
10	Transfer-All	training_seed	2	1xbp	0.0	0.0	8.462077898379054	100.0
10	Transfer-All	training_seed	2	1xpf	100.0	100.0	1.1479747872418002	100.0
10	Transfer-All	training_seed	2	1y26	20.0	100.0	0.4183851072875324	100.0
10	Transfer-All	training_seed	2	1y27	60.0	100.0	0.30674917351892794	100.0
10	Transfer-All	training_seed	2	1ykv	20.0	100.0	0.8330268817476933	100.0
10	Transfer-All	training_seed	2	1yrj	0.0	0.0	2.443678678339886	100.0
10	Transfer-All	training_seed	2	1zz5	10.0	100.0	1.9944432475768472	100.0
10	Transfer-All	training_seed	2	2au4	0.0	0.0	4.216606378393945	100.0
10	Transfer-All	training_seed	2	2b57	10.0	100.0	0.39672533548814554	100.0
10	Transfer-All	training_seed	2	2be0	0.0	0.0	5.842721886886283	100.0
10	Transfer-All	training_seed	2	2bee	0.0	0.0	4.50956924871762	100.0
10	Transfer-All	training_seed	2	2d55	0.0	0.0	7.234153718814969	100.0
10	Transfer-All	training_seed	2	2esi	0.0	0.0	3.3447599272910633	100.0
10	Transfer-All	training_seed	2	2esj	0.0	0.0	4.236139655053335	100.0
10	Transfer-All	training_seed	2	2et3	0.0	0.0	2.580892509416324	100.0
10	Transfer-All	training_seed	2	2et4	0.0	0.0	4.212923766137445	100.0
10	Transfer-All	training_seed	2	2et8	20.0	100.0	1.196806563697363	100.0
10	Transfer-All	training_seed	2	2f4s	10.0	100.0	1.4740926939831651	100.0
10	Transfer-All	training_seed	2	2f4t	0.0	0.0	4.760048222474822	100.0
10	Transfer-All	training_seed	2	2f4u	20.0	100.0	1.4934499022583771	100.0
10	Transfer-All	training_seed	2	2fcx	20.0	100.0	1.333061910176582	100.0
10	Transfer-All	training_seed	2	2fcy	10.0	100.0	1.6008831682335012	100.0
10	Transfer-All	training_seed	2	2fcz	0.0	0.0	2.2853006491699888	100.0
10	Transfer-All	training_seed	2	2fd0	0.0	0.0	2.88322370266606	100.0
10	Transfer-All	training_seed	2	2g5k	0.0	0.0	2.673015481699536	100.0
10	Transfer-All	training_seed	2	2g5q	10.0	100.0	1.4717738601768953	100.0
10	Transfer-All	training_seed	2	2g9c	20.0	100.0	0.3481875564181528	100.0
10	Transfer-All	training_seed	2	2gdi	10.0	100.0	1.749855973633698	100.0
10	Transfer-All	training_seed	2	2gis	0.0	0.0	2.0533186345974626	100.0
10	Transfer-All	training_seed	2	2juk	0.0	0.0	4.1852125090609205	100.0
10	Transfer-All	training_seed	2	2jwq	0.0	0.0	2.042842709391132	100.0
10	Transfer-All	training_seed	2	2kgp	20.0	100.0	1.8862092571809206	100.0
10	Transfer-All	training_seed	2	2ktz	20.0	100.0	1.0670641957380478	100.0
10	Transfer-All	training_seed	2	2ku0	30.0	100.0	0.954863831403064	100.0
10	Transfer-All	training_seed	2	2l94	40.0	100.0	1.412257950794873	100.0
10	Transfer-All	training_seed	2	2loa	0.0	0.0	4.450812745076918	100.0
10	Transfer-All	training_seed	2	2mb3	0.0	0.0	4.012579616331618	100.0
10	Transfer-All	training_seed	2	2o3v	0.0	0.0	2.339704736683059	100.0
10	Transfer-All	training_seed	2	2o3w	0.0	0.0	4.977642200020866	100.0
10	Transfer-All	training_seed	2	2o3x	0.0	0.0	4.335305893661126	100.0
10	Transfer-All	training_seed	2	2oe5	0.0	0.0	2.8009234565030847	100.0
